9.1113464,92.960887
57.620938,69.66672
68.336324,58.279097
54.659311,81.539721
42.572884,87.90139
64.444278,98.891162
64.761763,0.052237536
67.901675,86.543859
63.578671,61.256647
94.517411,98.995021
20.893492,52.768007
70.92817,47.952339
23.623058,80.134761
11.939625,22.784294
60.730394,49.809429
45.01377,90.085249
45.872549,57.466122
66.194475,84.517819
77.028551,73.864029
35.021801,58.598704
66.20096,24.673453
41.615859,66.641622
84.192915,8.3482814
83.291682,62.595979
25.644099,66.094456
61.346074,72.975186
58.224916,89.075212
54.073934,98.230322
86.994103,76.902909
26.477903,58.144649
31.807408,92.831306
11.921454,58.009037
93.982947,1.6982938
64.555187,12.085957
47.946322,86.271072
63.931696,48.429651
54.471611,84.485567
64.731148,20.940508
54.388593,55.229134
72.104662,62.988339
52.249531,3.1991016
99.370462,61.471342
21.867663,36.241146
10.579827,4.9532579
10.969746,48.956999
6.3591371,19.25104
40.458,12.308375
44.837291,20.549417
36.581618,14.651491
76.350464,18.907217
62.789638,4.2652411
77.198039,63.519792
93.285357,28.186686
97.274085,53.859668
19.202835,69.516304
13.88742,49.911601
69.626634,53.580106
9.3820027,44.518317
52.54044,12.393228
53.034422,49.035729
86.113981,85.299816
48.485333,87.392741
39.345636,27.029433
67.143114,20.846136
74.125794,56.497957
52.005247,64.031183
34.771267,41.702895
14.999725,20.597552
58.609207,94.793312
26.214532,8.2071207
4.4454092,10.570943
75.493327,14.204112
24.278536,16.646044
44.240231,62.095864
68.779609,57.370976
35.922821,5.207789
73.634007,93.120138
39.470748,72.866168
68.341587,73.784165
70.404743,6.3404501
44.230541,86.044056
1.9577624,93.440512
33.085788,98.439831
42.43095,85.893882
27.027042,78.555899
19.70538,51.337742
82.172118,17.760246
42.992141,39.85895
88.777095,13.393125
39.1183,3.0889549
76.911439,93.914171
39.679152,30.130606
80.85141,29.553383
75.50771,33.293628
37.739554,46.706819
21.601892,64.819841
79.040722,2.5228181
94.930391,84.220661
32.756543,55.903254
67.126437,85.409995
43.864498,34.787919
83.35006,44.602665
76.885425,5.4239484
16.725355,17.710753
86.198048,66.280806
98.987215,33.0829
51.442346,89.848614
88.428102,11.81552
58.802606,98.841793
15.475235,53.99821
19.986282,70.691742
40.695484,99.949162
74.870572,28.784934
82.558382,41.452254
78.996303,46.483994
31.852425,76.395708
53.406413,81.820404
8.9950679,10.022154
11.170574,17.811695
13.629255,35.963491
67.86523,5.6704689
49.517702,52.188567
18.971041,33.584897
49.500582,17.566903
14.760822,20.894667
5.4974147,90.515356
85.071267,67.539118
56.055953,46.84682
