54.78709,53.086428
94.273698,65.444571
41.77441,40.76192
98.305247,81.998122
30.145495,71.835894
70.109876,96.864933
66.633885,53.133391
53.912647,32.514568
69.810552,10.56292
66.652791,61.095866
17.813245,77.880224
12.80144,42.345292
99.908039,9.0823286
17.112107,26.647149
3.2600821,15.365672
56.119979,28.10053
88.18665,44.008514
66.91753,52.714274
19.043327,45.742437
36.891655,87.53716
46.072594,51.805211
98.163795,94.362262
15.640495,63.77091
85.552281,95.769394
64.476454,24.070704
37.627221,67.61223
19.09237,28.906457
42.825299,67.180817
48.202206,69.51405
12.061161,6.7992768
58.950748,25.479016
22.618768,22.404003
38.461912,66.783273
58.298638,84.439216
25.180612,34.446241
29.044066,78.051965
61.709088,67.533207
26.528091,0.67153143
82.437627,60.217049
98.26634,38.677119
73.024879,91.599124
34.3877,0.11510571
58.406933,46.244916
10.776902,42.434904
90.630815,46.091637
87.965372,77.015973
81.776056,32.247181
26.0728,78.473929
59.435625,47.135715
2.2512593,3.5762733
42.525932,17.587442
31.271889,72.175803
16.148474,47.348599
17.876619,15.27212
42.288569,34.112461
9.4229339,60.738921
59.852367,19.174526
47.092426,73.842684
69.594931,24.28496
69.988785,91.742434
63.853076,26.906159
3.3603836,76.550002
6.8806099,18.866198
31.959974,28.749817
