50.002244,80.033058
47.992214,45.379771
90.472224,43.23915
60.986665,82.53138
61.766639,8.3469815
85.944231,13.317101
80.548942,17.338861
57.672152,39.09378
18.292247,83.137974
23.993201,80.336439
88.651193,6.0471179
2.8674152,39.925777
48.990139,52.687583
16.792715,41.679947
97.868065,65.685989
71.269447,62.797336
50.047162,29.198408
47.108837,43.165117
5.9618868,1.5487126
68.19719,98.406372
4.2431138,16.716841
7.1445465,10.621634
52.164984,37.240974
9.6730026,19.81184
81.814855,48.968764
81.754709,33.949341
72.243959,95.163046
14.986544,92.033204
65.960525,5.2676998
51.859494,73.78581
97.297455,26.911943
64.899149,42.283562
